antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
100% Whole Wheat Bread,Bag of Organic Bananas,0.026518351638036234,0.16610344503895616,0.0046465784286116585,0.17522123893805308,1.0548922624510197,1.0,0.00024178886477939365,1.0110548359506217,0.053453390274179946,0.024719101123595506,0.010933962785735295,0.10159762144698642
100% Whole Wheat Bread,Banana,0.026518351638036234,0.20707781845489534,0.006383178447385713,0.24070796460176994,1.1624034210800793,1.0,0.0008918160411613696,1.0442914512190773,0.14351937197423692,0.028093369138607726,0.04241292138068605,0.1357664936336139
Banana,100% Whole Wheat Bread,0.20707781845489534,0.026518351638036234,0.006383178447385713,0.030825022665457842,1.1624034210800793,1.0,0.0008918160411613696,1.0044436465325033,0.17620073955946772,0.028093369138607726,0.004423987894038126,0.1357664936336139
100% Whole Wheat Bread,Organic Avocado,0.026518351638036234,0.07612879001220313,0.0025344973246972683,0.09557522123893805,1.2554412230066672,1.0,0.0005156873013754449,1.021501435700793,0.2090098873764078,0.025316455696202535,0.021048855096363252,0.06443372652575756
Organic Avocado,100% Whole Wheat Bread,0.07612879001220313,0.026518351638036234,0.0025344973246972683,0.03329223181257707,1.2554412230066672,1.0,0.0005156873013754449,1.0070071643132048,0.2202333912860229,0.025316455696202535,0.006958405621655995,0.06443372652575756
100% Whole Wheat Bread,Organic Baby Spinach,0.026518351638036234,0.10452454707594105,0.0024875621890547263,0.09380530973451327,0.8974476556818768,1.0,-0.00028425650511155077,0.988171154105651,-0.10505247046755312,0.019350127783862723,-0.01197044241293885,0.05880207112230827
Organic Baby Spinach,100% Whole Wheat Bread,0.10452454707594105,0.026518351638036234,0.0024875621890547263,0.023798832510103278,0.8974476556818769,1.0,-0.00028425650511155077,0.9972141816476969,-0.11316811433542896,0.019350127783862723,-0.0027936008167272343,0.05880207112230827
Organic Hass Avocado,100% Whole Wheat Bread,0.0930723739791608,0.026518351638036234,0.002065145968271848,0.022188603126575893,0.8367263331235858,1.0,-0.00040297997269435164,0.9955720003619257,-0.17706261379112098,0.01757188498402556,-0.004447694025609856,0.05003235466063308
100% Whole Wheat Bread,Organic Hass Avocado,0.026518351638036234,0.0930723739791608,0.002065145968271848,0.07787610619469026,0.8367263331235859,1.0,-0.00040297997269435164,0.9835203621915051,-0.1669786907766526,0.01757188498402556,-0.016755766776169804,0.05003235466063308
Organic Strawberries,100% Whole Wheat Bread,0.11090772552332676,0.026518351638036234,0.0032854594949779407,0.02962336013542108,1.1170890460978433,1.0,0.0003443694301755555,1.003199797243489,0.11789126778832748,0.024492652204338702,0.0031895911983646644,0.0767585827225778
100% Whole Wheat Bread,Organic Strawberries,0.026518351638036234,0.11090772552332676,0.0032854594949779407,0.12389380530973453,1.1170890460978433,1.0,0.0003443694301755555,1.0148224951097382,0.10767148573908142,0.024492652204338702,0.01460599777908483,0.0767585827225778
2% Reduced Fat Milk,Banana,0.01750680559466817,0.20707781845489534,0.0047404486998967425,0.27077747989276135,1.3076121909780538,1.0,0.0011151775892389013,1.087352844545309,0.23943907790673963,0.021562766865926557,0.0803353253578296,0.14683479615671613
Banana,2% Reduced Fat Milk,0.20707781845489534,0.01750680559466817,0.0047404486998967425,0.022892112420670897,1.3076121909780538,1.0,0.0011151775892389013,1.0055114761578112,0.29668392434129165,0.021562766865926557,0.0054812662893428616,0.14683479615671613
Bag of Organic Bananas,Apple Honeycrisp Organic,0.16610344503895616,0.037031822021965644,0.009715573078006195,0.05849109918055948,1.5794820774917622,1.0,0.0035644598640882184,1.022792431531892,0.43995993223065394,0.050230526571220575,0.022284513288541224,0.16042425681461434
Apple Honeycrisp Organic,Bag of Organic Bananas,0.037031822021965644,0.16610344503895616,0.009715573078006195,0.26235741444866917,1.579482077491762,1.0,0.0035644598640882184,1.1304886286327551,0.3809898189765574,0.050230526571220575,0.11542675028104606,0.16042425681461434
Apple Honeycrisp Organic,Banana,0.037031822021965644,0.20707781845489534,0.00797897305923214,0.21546261089987323,1.04049102172092,1.0,0.0003105041415135436,1.01068756258334,0.04041182491420302,0.033790498906777974,0.010574546456298031,0.12699694461584776
Banana,Apple Honeycrisp Organic,0.20707781845489534,0.037031822021965644,0.00797897305923214,0.0385312783318223,1.04049102172092,1.0,0.0003105041415135436,1.0015595476754096,0.04907833620011266,0.033790498906777974,0.0015571192736660302,0.12699694461584776
Carrots,Apple Honeycrisp Organic,0.03163428142307331,0.037031822021965644,0.00211208110391439,0.06676557863501482,1.8029244846611228,1.0,0.0009406060244623652,1.0318609729049208,0.4598940157683857,0.03173483779971791,0.03087719541831778,0.06189989958366711
Apple Honeycrisp Organic,Carrots,0.037031822021965644,0.03163428142307331,0.00211208110391439,0.05703422053231939,1.802924484661123,1.0,0.0009406060244623652,1.0269362257489183,0.4624717713765819,0.03173483779971791,0.026229696716828076,0.06189989958366711
Apple Honeycrisp Organic,Large Lemon,0.037031822021965644,0.0645827466441378,0.0029569135454801465,0.07984790874524715,1.2363659474754622,1.0,0.0005652967660647367,1.0165898249280652,0.19852990667437231,0.02997145575642246,0.016319094015365576,0.0628163962330887
Large Lemon,Apple Honeycrisp Organic,0.0645827466441378,0.037031822021965644,0.0029569135454801465,0.04578488372093024,1.2363659474754622,1.0,0.0005652967660647367,1.00917304866548,0.20437722504957836,0.02997145575642246,0.00908966869221327,0.0628163962330887
Limes,Apple Honeycrisp Organic,0.059513751994743264,0.037031822021965644,0.0025814324603398104,0.04337539432176656,1.171300572141392,1.0,0.000377529788611075,1.0066312033603855,0.15550272663757045,0.027472527472527476,0.006587520174467923,0.05654194304174513
Apple Honeycrisp Organic,Limes,0.037031822021965644,0.059513751994743264,0.0025814324603398104,0.0697084917617237,1.171300572141392,1.0,0.000377529788611075,1.0109586507849422,0.15187228329500593,0.027472527472527476,0.010839860538740647,0.05654194304174513
Apple Honeycrisp Organic,Organic Avocado,0.037031822021965644,0.07612879001220313,0.0033793297662630243,0.09125475285171102,1.1986891271631042,1.0,0.0005601419637835223,1.0166448879782033,0.17212961609072153,0.030782385634886705,0.016372371685559595,0.06782219763424022
Organic Avocado,Apple Honeycrisp Organic,0.07612879001220313,0.037031822021965644,0.0033793297662630243,0.044389642416769425,1.1986891271631044,1.0,0.0005601419637835223,1.0076996030195946,0.1794139063875906,0.030782385634886705,0.007640772107602932,0.06782219763424022
Apple Honeycrisp Organic,Organic Baby Spinach,0.037031822021965644,0.10452454707594105,0.005022059513751995,0.1356147021546261,1.2974435761591663,1.0,0.001151325089509176,1.0359679360074523,0.23806972927396877,0.036782399449982815,0.03471915950031257,0.09183070087524749
Organic Baby Spinach,Apple Honeycrisp Organic,0.10452454707594105,0.037031822021965644,0.005022059513751995,0.04804669959586888,1.2974435761591665,1.0,0.001151325089509176,1.0115708171495672,0.2560132415490339,0.036782399449982815,0.01143846476529621,0.09183070087524749
Apple Honeycrisp Organic,Organic Cucumber,0.037031822021965644,0.03355862198441754,0.002252886510842016,0.060836501901140684,1.8128426706373473,1.0,0.0010101495942126425,1.0290448680894664,0.4656230199346883,0.03296703296703297,0.02822507452312677,0.0639846845170039
Organic Cucumber,Apple Honeycrisp Organic,0.03355862198441754,0.037031822021965644,0.002252886510842016,0.06713286713286712,1.812842670637347,1.0,0.0010101495942126425,1.0322672372628106,0.4639496624738963,0.03296703296703297,0.03125860833127976,0.0639846845170039
Apple Honeycrisp Organic,Organic Garlic,0.037031822021965644,0.04721674645639726,0.0023467567821271003,0.06337135614702154,1.342137290326482,1.0,0.00059823463089752,1.017247614405822,0.26472291270653603,0.02865329512893983,0.016955178032928123,0.05653657270571753
Organic Garlic,Apple Honeycrisp Organic,0.04721674645639726,0.037031822021965644,0.0023467567821271003,0.04970178926441352,1.3421372903264823,1.0,0.00059823463089752,1.0133326224329524,0.2675527093596059,0.02865329512893983,0.013157202420801994,0.05653657270571753
Organic Garnet Sweet Potato (Yam),Apple Honeycrisp Organic,0.024640946212334553,0.037031822021965644,0.00211208110391439,0.08571428571428572,2.3146116241173273,1.0,0.0011995819693263886,1.053246444663475,0.5823107646407777,0.03546099290780142,0.05055459235894972,0.07137425312330255
Apple Honeycrisp Organic,Organic Garnet Sweet Potato (Yam),0.037031822021965644,0.024640946212334553,0.00211208110391439,0.05703422053231939,2.3146116241173273,1.0,0.0011995819693263886,1.0343525449441775,0.58980357752108,0.03546099290780142,0.033211640568865636,0.07137425312330255
Organic Granny Smith Apple,Apple Honeycrisp Organic,0.026095935417253358,0.037031822021965644,0.002205951375199474,0.08453237410071941,2.2826955165905294,1.0,0.0012395713393310382,1.0518866541371064,0.5769782107152013,0.0362095531587057,0.04932722925329862,0.07205072443945983
Apple Honeycrisp Organic,Organic Granny Smith Apple,0.037031822021965644,0.026095935417253358,0.002205951375199474,0.05956907477820025,2.2826955165905294,1.0,0.0012395713393310382,1.0355934056007912,0.5835306269113626,0.0362095531587057,0.034370058179486,0.07205072443945983
Organic Hass Avocado,Apple Honeycrisp Organic,0.0930723739791608,0.037031822021965644,0.006383178447385713,0.06858295511850732,1.8520005598921634,1.0,0.0029365388590276045,1.0338743351004018,0.5072547649707299,0.05159332321699545,0.032764460776668954,0.12047652191920297
Apple Honeycrisp Organic,Organic Hass Avocado,0.037031822021965644,0.0930723739791608,0.006383178447385713,0.17237008871989862,1.8520005598921634,1.0,0.0029365388590276045,1.0958130121446281,0.47773474794216564,0.05159332321699545,0.08743554884159603,0.12047652191920297
Organic Lemon,Apple Honeycrisp Organic,0.04003567070308833,0.037031822021965644,0.002252886510842016,0.056271981242672915,1.5195574554580344,1.0,0.0007702926788352249,1.0203873985282774,0.3561732997604263,0.030112923462986198,0.019980057140731547,0.0585542415719068
Apple Honeycrisp Organic,Organic Lemon,0.037031822021965644,0.04003567070308833,0.002252886510842016,0.060836501901140684,1.5195574554580344,1.0,0.0007702926788352249,1.0221482534618938,0.35506226543841685,0.030112923462986198,0.021668337628010726,0.0585542415719068
Organic Raspberries,Apple Honeycrisp Organic,0.06049938984323665,0.037031822021965644,0.004364967614756406,0.0721489526764934,1.9482960528838638,1.0,0.0021245649776441508,1.0378478105465603,0.5180741530988981,0.04685138539042821,0.036467592032235145,0.09500983755497674
Apple Honeycrisp Organic,Organic Raspberries,0.037031822021965644,0.06049938984323665,0.004364967614756406,0.11787072243346007,1.9482960528838635,1.0,0.0021245649776441508,1.0650373296173654,0.5054486680596892,0.04685138539042821,0.06106577469987012,0.09500983755497674
Organic Strawberries,Apple Honeycrisp Organic,0.11090772552332676,0.037031822021965644,0.006758659532526049,0.06093948370715192,1.6455977691566273,1.0,0.0026515443800851956,1.025459127788236,0.44125688468915514,0.047872340425531915,0.024827052681414382,0.12172449470528698
Apple Honeycrisp Organic,Organic Strawberries,0.037031822021965644,0.11090772552332676,0.006758659532526049,0.18250950570342203,1.6455977691566273,1.0,0.0026515443800851956,1.0875872938947213,0.40740503809848744,0.047872340425531915,0.0805335759128496,0.12172449470528698
Apple Honeycrisp Organic,Organic Whole Milk,0.037031822021965644,0.05749554116211396,0.0026753027316248944,0.07224334600760457,1.2565034530922636,1.0,0.0005461380842528905,1.0158961994850986,0.21199108313260118,0.029126213592233007,0.015647464271601165,0.059386979126251266
Organic Whole Milk,Apple Honeycrisp Organic,0.05749554116211396,0.037031822021965644,0.0026753027316248944,0.04653061224489796,1.2565034530922636,1.0,0.0005461380842528905,1.009962344197853,0.21659384754900546,0.029126213592233007,0.009864074888618998,0.059386979126251266
Organic Yellow Onion,Apple Honeycrisp Organic,0.04702900591382709,0.037031822021965644,0.0029569135454801465,0.062874251497006,1.6978438560142075,1.0,0.001215343768609332,1.027576266596369,0.431301362152426,0.03645833333333334,0.02683622373618023,0.07136108012112657
Apple Honeycrisp Organic,Organic Yellow Onion,0.037031822021965644,0.04702900591382709,0.0029569135454801465,0.07984790874524715,1.6978438560142075,1.0,0.001215343768609332,1.035666824151502,0.4268237489468664,0.03645833333333334,0.034438511806847705,0.07136108012112657
Organic Zucchini,Apple Honeycrisp Organic,0.042523232892143055,0.037031822021965644,0.0024875621890547263,0.05849889624724062,1.5796926279387942,1.0,0.0009128493967942893,1.0228009018148876,0.38326304106548287,0.032277710109622416,0.022292610198552838,0.06283626688154173
Apple Honeycrisp Organic,Organic Zucchini,0.037031822021965644,0.042523232892143055,0.0024875621890547263,0.06717363751584284,1.5796926279387942,1.0,0.0009128493967942893,1.0264255016957868,0.38107744980922403,0.032277710109622416,0.02574517259375233,0.06283626688154173
Original Hummus,Apple Honeycrisp Organic,0.03191589223692856,0.037031822021965644,0.002065145968271848,0.06470588235294118,1.7473048535003357,1.0,0.0008832423272816746,1.0295886179639362,0.4417901501194432,0.030877192982456135,0.028738291631903536,0.06023633788116007
Apple Honeycrisp Organic,Original Hummus,0.037031822021965644,0.03191589223692856,0.002065145968271848,0.055766793409378956,1.7473048535003355,1.0,0.0008832423272816746,1.025259545000085,0.4441372343112363,0.030877192982456135,0.024637220032009507,0.06023633788116007
Asparagus,Bag of Organic Bananas,0.0275978597578147,0.16610344503895616,0.004271097343471322,0.15476190476190477,0.9317200177612724,1.0,-0.0003130022380036712,0.9865818396722209,-0.07008203513423926,0.02254707631318137,-0.013600656112053636,0.09023769157281449
Bag of Organic Bananas,Asparagus,0.16610344503895616,0.0275978597578147,0.004271097343471322,0.025713478383724214,0.9317200177612723,1.0,-0.0003130022380036712,0.998065885822823,-0.08078195081764955,0.02254707631318137,-0.0019378622239777912,0.09023769157281449
Asparagus,Banana,0.0275978597578147,0.20707781845489534,0.005960762226602835,0.21598639455782315,1.04302042666568,1.0,0.0002458576339304207,1.0113627825347538,0.042416613648750025,0.02606197414323825,0.011235120305965423,0.12238576300873932
Banana,Asparagus,0.20707781845489534,0.0275978597578147,0.005960762226602835,0.028785131459655486,1.04302042666568,1.0,0.0002458576339304207,1.001222460384719,0.052017722361477635,0.02606197414323825,0.0012209677999526888,0.12238576300873932
Asparagus,Cucumber Kirby,0.0275978597578147,0.043368065333708815,0.0023467567821271003,0.08503401360544217,1.9607518332008127,1.0,0.001149890997079659,1.0455382482969873,0.5038980596582682,0.03419972640218878,0.04355483730142042,0.06957328385899814
Cucumber Kirby,Asparagus,0.043368065333708815,0.0275978597578147,0.0023467567821271003,0.05411255411255411,1.960751833200813,1.0,0.001149890997079659,1.0280315532995186,0.5122048866647042,0.03419972640218878,0.027267211020469057,0.06957328385899814
Asparagus,Large Lemon,0.0275978597578147,0.0645827466441378,0.0036609405801182764,0.1326530612244898,2.0540015424774563,1.0,0.0018785949954588836,1.0784810685749942,0.5277090898289857,0.041357370095440084,0.07277000112639136,0.09466955386805886
Large Lemon,Asparagus,0.0645827466441378,0.0275978597578147,0.0036609405801182764,0.05668604651162791,2.0540015424774563,1.0,0.0018785949954588836,1.0308361671596664,0.5485738546451041,0.041357370095440084,0.02991374201065471,0.09466955386805886
Asparagus,Limes,0.0275978597578147,0.059513751994743264,0.0024875621890547263,0.09013605442176871,1.5145416210648297,1.0,0.000845110007842437,1.0336559136954973,0.3493762601839255,0.029395452024403773,0.032560074633706165,0.06596708083864461
Limes,Asparagus,0.059513751994743264,0.0275978597578147,0.0024875621890547263,0.0417981072555205,1.5145416210648297,1.0,0.000845110007842437,1.0148196821622146,0.3612325261248911,0.029395452024403773,0.01460326639570035,0.06596708083864461
Asparagus,Organic Avocado,0.0275978597578147,0.07612879001220313,0.0036609405801182764,0.1326530612244898,1.7424821963310604,1.0,0.00155994890982937,1.0651691597506363,0.4381994103974991,0.036585365853658534,0.061181981429027636,0.09037092025466167
Organic Avocado,Asparagus,0.07612879001220313,0.0275978597578147,0.0036609405801182764,0.048088779284833544,1.7424821963310604,1.0,0.00155994890982937,1.0215260825601196,0.4612180138495929,0.036585365853658534,0.021072474729349526,0.09037092025466167
Asparagus,Organic Baby Spinach,0.0275978597578147,0.10452454707594105,0.0045527081573265744,0.1649659863945578,1.578251147787359,1.0,0.0016680543658756527,1.0723820087970402,0.37678576226857863,0.03568800588668138,0.06749647812371973,0.10426117011690171
Organic Baby Spinach,Asparagus,0.10452454707594105,0.0275978597578147,0.0045527081573265744,0.043556353839245616,1.578251147787359,1.0,0.0016680543658756527,1.0166852424034492,0.4091539086262598,0.03568800588668138,0.016411413982960088,0.10426117011690171
Asparagus,Organic Garlic,0.0275978597578147,0.04721674645639726,0.00211208110391439,0.07653061224489796,1.620836207246318,1.0,0.0008089999569904445,1.0317431916825754,0.3939054606300479,0.02905100064557779,0.03076656278274857,0.06063111129143506
Organic Garlic,Asparagus,0.04721674645639726,0.0275978597578147,0.00211208110391439,0.04473161033797216,1.6208362072463178,1.0,0.0008089999569904445,1.017936059400248,0.402016420361248,0.02905100064557779,0.017620025574902737,0.06063111129143506
Asparagus,Organic Grape Tomatoes,0.0275978597578147,0.034966676053693795,0.002018210832629306,0.07312925170068027,2.091398438570059,1.0,0.0010532054107025273,1.0411735678539964,0.5366617501464854,0.03333333333333333,0.03954534491195437,0.0654236862530247
Organic Grape Tomatoes,Asparagus,0.034966676053693795,0.0275978597578147,0.002018210832629306,0.05771812080536912,2.091398438570059,1.0,0.0010532054107025273,1.031965234302604,0.5407596001913761,0.03333333333333333,0.030975107726575662,0.0654236862530247
Asparagus,Organic Hass Avocado,0.0275978597578147,0.0930723739791608,0.0030977189524077726,0.11224489795918369,1.2059958627929237,1.0,0.0005291206280040109,1.021596636207382,0.1756575310007109,0.02634730538922156,0.021140081556609625,0.07276390132452376
Organic Hass Avocado,Asparagus,0.0930723739791608,0.0275978597578147,0.0030977189524077726,0.03328290468986385,1.2059958627929237,1.0,0.0005291206280040109,1.005880774178536,0.1883389084134311,0.02634730538922156,0.00584639286235347,0.07276390132452376
Asparagus,Organic Raspberries,0.0275978597578147,0.06049938984323665,0.0025344973246972683,0.09183673469387756,1.5179778660882508,1.0,0.0008648436483702643,1.034506289835537,0.35091332282180815,0.029621503017004936,0.03335532144615853,0.06686483747882396
Organic Raspberries,Asparagus,0.06049938984323665,0.0275978597578147,0.0025344973246972683,0.04189294026377036,1.5179778660882506,1.0,0.0008648436483702643,1.014920128560467,0.36320238908039276,0.029621503017004936,0.014700790870735177,0.06686483747882396
Asparagus,Organic Strawberries,0.0275978597578147,0.11090772552332676,0.0037548108514033605,0.1360544217687075,1.2267352984359212,1.0,0.0006939949963523828,1.0291068058903226,0.19007384882710693,0.027864855451062348,0.028283561748618593,0.0849548452474515
Organic Strawberries,Asparagus,0.11090772552332676,0.0275978597578147,0.0037548108514033605,0.033855268726195514,1.2267352984359212,1.0,0.0006939949963523828,1.006476678665039,0.20788417885234658,0.027864855451062348,0.0064350012298639665,0.0849548452474515
Asparagus,Organic Zucchini,0.0275978597578147,0.042523232892143055,0.0023936919177696423,0.08673469387755102,2.0397013109879714,1.0,0.001220141699963385,1.048410314822011,0.5241989063218685,0.035343035343035345,0.0461749699879952,0.07151304230301392
Organic Zucchini,Asparagus,0.042523232892143055,0.0275978597578147,0.0023936919177696423,0.056291390728476824,2.0397013109879714,1.0,0.001220141699963385,1.030405074923298,0.5323702422145329,0.035343035343035345,0.02950788545520452,0.07151304230301392
Bag of Organic Bananas,Bartlett Pears,0.16610344503895616,0.01736600018774054,0.002252886510842016,0.013563153433173212,0.781017694722131,1.0,-0.0006316659468888473,0.9961448654642182,-0.2516256302882346,0.012432012432012432,-0.0038700541150559573,0.07164644158145148
Bartlett Pears,Bag of Organic Bananas,0.01736600018774054,0.16610344503895616,0.002252886510842016,0.12972972972972974,0.781017694722131,1.0,-0.0006316659468888473,0.9582041159490255,-0.22199323356584888,0.012432012432012432,-0.04361897778906839,0.07164644158145148
Bag of Organic Bananas,Blueberries,0.16610344503895616,0.025814324603398105,0.0025344973246972683,0.015258547612319864,0.5910883916874309,1.0,-0.0017533509232810426,0.9892806614716138,-0.45343021083046975,0.013382899628252787,-0.010835487790128781,0.05672018289706902
Blueberries,Bag of Organic Bananas,0.025814324603398105,0.16610344503895616,0.0025344973246972683,0.09818181818181818,0.5910883916874309,1.0,-0.0017533509232810426,0.9246836798963187,-0.41524768488326597,0.013382899628252787,-0.08145090233681443,0.05672018289706902
Carrots,Bag of Organic Bananas,0.03163428142307331,0.16610344503895616,0.005209800056322163,0.16468842729970326,0.9914811054104203,1.0,-4.4763069382167293e-05,0.9983060000776972,-0.008794739776115034,0.02705997074597757,-0.0016968744274510202,0.09802660980695815
Bag of Organic Bananas,Carrots,0.16610344503895616,0.03163428142307331,0.005209800056322163,0.031364792314213054,0.9914811054104203,1.0,-4.4763069382167293e-05,0.9997217847268797,-0.010198463505109551,0.02705997074597757,-0.00027829269839941233,0.09802660980695815
Bag of Organic Bananas,"Clementines, Bag",0.16610344503895616,0.016943583966957665,0.0025814324603398104,0.015541113308844307,0.9172270364494094,1.0,-0.00023295520787868082,0.998575389305665,-0.09765045699922614,0.014304291287386216,-0.001426643105359905,0.0839478419729817
"Clementines, Bag",Bag of Organic Bananas,0.016943583966957665,0.16610344503895616,0.0025814324603398104,0.1523545706371191,0.9172270364494093,1.0,-0.00023295520787868082,0.9837799226828001,-0.08407965499584963,0.014304291287386216,-0.01648750593828673,0.0839478419729817
Bag of Organic Bananas,Cucumber Kirby,0.16610344503895616,0.043368065333708815,0.0047404486998967425,0.028539135348968635,0.6580679845726469,1.0,-0.0024631363567068198,0.9847354324560804,-0.3838945106377573,0.02315451627693718,-0.015501186451519688,0.06892324732816396
Cucumber Kirby,Bag of Organic Bananas,0.043368065333708815,0.16610344503895616,0.0047404486998967425,0.1093073593073593,0.6580679845726468,1.0,-0.0024631363567068198,0.9362337992515243,-0.3519771386263533,0.02315451627693718,-0.06810927014112696,0.06892324732816396
Bag of Organic Bananas,Extra Virgin Olive Oil,0.16610344503895616,0.022341124565849996,0.0033323946306204823,0.020062164453235377,0.8979925963038506,1.0,-0.00037854312581165565,0.9976743829761986,-0.11989018310954831,0.01800202839756592,-0.0023310381257497397,0.0846109141593908
Extra Virgin Olive Oil,Bag of Organic Bananas,0.022341124565849996,0.16610344503895616,0.0033323946306204823,0.14915966386554622,0.8979925963038508,1.0,-0.00037854312581165565,0.9800858275591529,-0.10409579056536113,0.01800202839756592,-0.020318804619838593,0.0846109141593908
Fresh Cauliflower,Bag of Organic Bananas,0.029052848962733503,0.16610344503895616,0.006101567633530461,0.210016155088853,1.2643696525354908,1.0,0.0012757893326239625,1.0555868456459838,0.21534854665323083,0.032274081429990074,0.05265966118776956,0.12337484781851522
Bag of Organic Bananas,Fresh Cauliflower,0.16610344503895616,0.029052848962733503,0.006101567633530461,0.03673354054817746,1.2643696525354908,1.0,0.0012757893326239625,1.0079735897685205,0.25074100211714895,0.032274081429990074,0.00791051457047754,0.12337484781851522
Grape White/Green Seedless,Bag of Organic Bananas,0.01614568666103445,0.16610344503895616,0.0028630432741950625,0.17732558139534885,1.0675611294742307,1.0,0.0001811890972777193,1.0136410420727884,0.06432404616628698,0.015960230245944534,0.01345746818310928,0.0972810444416699
Bag of Organic Bananas,Grape White/Green Seedless,0.16610344503895616,0.01614568666103445,0.0028630432741950625,0.01723650748799096,1.0675611294742309,1.0,0.0001811890972777193,1.0011099525320872,0.075891295983436,0.015960230245944534,0.0011087219034030813,0.0972810444416699
Bag of Organic Bananas,Grated Parmesan,0.16610344503895616,0.02032291373322069,0.0036140054444757344,0.02175755863238203,1.0705924808811351,1.0,0.0002382994601582639,1.001466553523435,0.07907188213373821,0.01976893453145058,0.0014644058938116928,0.09979332896977068
Grated Parmesan,Bag of Organic Bananas,0.02032291373322069,0.16610344503895616,0.0036140054444757344,0.17782909930715934,1.0705924808811351,1.0,0.0002382994601582639,1.0142618210621686,0.06730561634025425,0.01976893453145058,0.014061281580364553,0.09979332896977068
Bag of Organic Bananas,Green Bell Pepper,0.16610344503895616,0.02243499483713508,0.0046935135642542005,0.02825656965244419,1.259486345219615,1.0,0.0009669836323748684,1.005990855850939,0.24706365734226368,0.025529742149604292,0.005955179230601878,0.11873079528647314
Green Bell Pepper,Bag of Organic Bananas,0.02243499483713508,0.16610344503895616,0.0046935135642542005,0.20920502092050208,1.259486345219615,1.0,0.0009669836323748684,1.0545041091835423,0.2107537929710005,0.025529742149604292,0.051686957602984036,0.11873079528647314
Bag of Organic Bananas,Half & Half,0.16610344503895616,0.030320097625082136,0.004505773021684032,0.027126306866346424,0.8946642323442368,1.0,-0.0005304996477595832,0.9967171578579246,-0.12372164710113284,0.023477622890682316,-0.0032936546904948245,0.08786655900592863
Half & Half,Bag of Organic Bananas,0.030320097625082136,0.16610344503895616,0.004505773021684032,0.14860681114551083,0.8946642323442368,1.0,-0.0005304996477595832,0.9794494081906078,-0.10827280910071045,0.023477622890682316,-0.0209817798015279,0.08786655900592863
Bag of Organic Bananas,Hass Avocados,0.16610344503895616,0.02107387590350136,0.004834318971181827,0.029104266742017517,1.3810590360922612,1.0,0.001333875583286806,1.0082711155929884,0.3308779612688737,0.026512226512226515,0.008203265436324748,0.1292514652195611
